refFile;testFile;Mos;HRC;videoDegradationType;height;width;ssim;msssim;psnr;mse;vmaf;rmse;snr;wsnr;uqi;pbvif;niqe;nave
laser;laser_mpeg2_3;1.7343;TC10;mpeg2;1088;1920;0.974180162;0.976879418;35.59444894;18.03867531;75.467081;0.028214701;16.16116181;27.04756196;0.132002109;0.750534566;17.81621361;2.700026512
overbridge;overbridge_dirac_1;1.0332;TC01;dirac;1088;1920;0.984788299;0.983620048;35.51314562;18.59506416;89.428449;0.027892289;22.28260494;33.15778064;0.549318358;0.812156925;13.87710285;2.454339504
overbridge;overbridge_dirac_2;2.0277;TC02;dirac;1088;1920;0.961575329;0.963549972;32.73019515;35.35346603;74.010753;0.035131764;20.28540866;28.97535585;0.460461241;0.712728192;14.14954185;2.472588778
overbridge;overbridge_dirac_3;2.6435;TC03;dirac;1088;1920;0.922682285;0.930427134;30.39745456;61.00721359;54.320157;0.042775323;18.59103467;25.11656626;0.374503939;0.603532768;14.50069332;2.677014351
overbridge;overbridge_h264_1;0.11781;TC04;h264;1088;1920;0.989084005;0.990840018;39.04488048;8.763705254;94.078443;0.019241329;25.56079642;37.09344668;0.621143283;0.894252173;12.69124031;2.898032665
overbridge;overbridge_h264_2;0.76099;TC05;h264;1088;1920;0.975663126;0.978940308;36.35798002;15.67742538;83.947402;0.024781862;23.3217222;32.39401555;0.539089296;0.834774759;13.31466007;2.800990582
overbridge;overbridge_h264_3;1.9166;TC06;h264;1088;1920;0.951104999;0.955338001;33.61593566;29.21471977;68.877776;0.031400205;21.25970593;28.24178571;0.452925408;0.761277117;13.7000761;2.747772694
overbridge;overbridge_h264_4;2.7234;TC07;h264;1088;1920;0.919736087;0.925537288;31.5183281;46.73856354;54.548388;0.037802872;19.63548444;25.29960459;0.374236932;0.681834664;14.07623386;2.725502253
overbridge;overbridge_ip_1;0.91564;TC11;ip;1088;1920;0.983823299;0.985203683;36.56607334;18.73624039;90.869377;0.024209075;23.70579431;32.68478277;0.5869979;0.867532858;12.46707726;2.922830105
overbridge;overbridge_ip_2;1.6402;TC12;ip;1088;1920;0.984580636;0.986636758;36.65296286;15.18254948;89.393312;0.023403209;23.84371657;32.62077206;0.585912769;0.867320272;12.39554596;2.925242662
overbridge;overbridge_ip_3;2.7714;TC13;ip;1088;1920;0.975629389;0.976044834;34.72605829;25.15190506;84.80601;0.027189287;22.61416346;29.18902514;0.571151064;0.854004333;12.48969841;2.93598175
overbridge;overbridge_ip_4;3.0971;TC14;ip;1088;1920;0.964664102;0.961487174;32.28844786;50.38194275;77.71416;0.034743767;20.68810682;25.66502651;0.554974907;0.834994289;12.72404861;2.955955505
overbridge;overbridge_mpeg2_1;0.11996;TC08;mpeg2;1088;1920;0.987251937;0.990163088;36.87945851;13.41058922;91.325043;0.023513067;23.74785509;35.83643202;0.564274452;0.86763397;14.09676266;3.130318165
overbridge;overbridge_mpeg2_2;0.51262;TC09;mpeg2;1088;1920;0.97891432;0.983548939;35.17127548;19.90064049;84.127874;0.027254758;22.46715367;33.15624038;0.509826118;0.827099264;14.54567909;3.091833115
overbridge;overbridge_mpeg2_3;1.9645;TC10;mpeg2;1088;1920;0.949959934;0.957589746;31.96834885;41.73284531;66.093503;0.036109566;20.0282548;28.26462159;0.395558802;0.73402153;14.84973335;3.118009567
robot;robot_dirac_1;1.1488;TC01;dirac;1088;1920;0.989348888;0.989549398;31.96006192;43.65342331;92.280186;0.03682224;21.78152649;32.55469796;0.525075243;0.900891701;12.35808277;2.727333069
robot;robot_dirac_2;2.2292;TC02;dirac;1088;1920;0.965333581;0.963101268;27.72372537;113.6087189;71.892282;0.055666595;18.15045246;26.19546456;0.420141605;0.782979655;13.32461643;2.347773314
robot;robot_dirac_3;3.0489;TC03;dirac;1088;1920;0.936251938;0.935247004;25.45145494;189.7565613;53.721729;0.069620111;16.18692067;22.75750707;0.354149607;0.6679067;14.50196743;2.235975742
robot;robot_h264_1;0.118;TC04;h264;1088;1920;0.997966588;0.998381793;42.41089776;4.982935429;98.805917;0.013938505;30.57390663;42.19978205;0.708955638;0.974817707;9.662034035;3.382562637
robot;robot_h264_2;0.080388;TC05;h264;1088;1920;0.99579829;0.99662745;39.17235084;9.593543053;97.183077;0.019060897;27.66140903;38.24504678;0.664394671;0.957616774;10.26739883;3.256434441
robot;robot_h264_3;0.65702;TC06;h264;1088;1920;0.987746656;0.989884734;34.79410488;25.03265953;88.750043;0.028443882;24.11244322;32.8217774;0.587321675;0.91973613;11.47853661;3.064913034
robot;robot_h264_4;1.0689;TC07;h264;1088;1920;0.977534592;0.981624901;31.75747325;44.73462296;78.484901;0.03694237;21.68918128;29.19529374;0.518477067;0.876040128;12.55532742;2.929379463
robot;robot_ip_1;0.95241;TC11;ip;1088;1920;0.995945334;0.995252609;34.23937019;28.24757576;95.98098;0.02654102;24.71562383;37.29655947;0.660874182;0.919714381;11.35152817;3.119177103
robot;robot_ip_2;2.7877;TC12;ip;1088;1920;0.983635247;0.972862303;30.68192694;103.7937698;90.484453;0.042929527;21.33703751;27.67337468;0.64660939;0.904550088;11.41808796;3.122743607
robot;robot_ip_3;2.8094;TC13;ip;1088;1920;0.991945863;0.986781955;32.51821091;43.50588608;95.190919;0.031057089;23.44657747;30.0948309;0.706044362;0.924835205;10.86238766;3.194945812
robot;robot_ip_4;3.5091;TC14;ip;1088;1920;0.971098423;0.952608347;29.47536441;143.7750244;87.101461;0.047194468;20.57075556;25.1166176;0.68168953;0.90181955;10.96901131;3.199558735
robot;robot_mpeg2_1;0.68617;TC08;mpeg2;1088;1920;0.995166421;0.99640286;35.17754225;20.03467751;95.429298;0.026654768;24.51419233;36.85646827;0.613807413;0.937333132;11.20902538;3.555075169
robot;robot_mpeg2_2;0.92647;TC09;mpeg2;1088;1920;0.992534518;0.994397402;33.51660159;29.36431122;91.587503;0.031363076;23.10056857;34.68880188;0.585121637;0.91576833;11.67083931;3.53440094
robot;robot_mpeg2_3;1.526;TC10;mpeg2;1088;1920;0.985391259;0.98867166;31.01061566;52.30137253;83.400092;0.040044166;20.97744992;31.42975796;0.533440744;0.877389666;12.17736626;3.492332458
shelf;shelf_dirac_1;1.2166;TC01;dirac;1088;1920;0.989362776;0.989038408;35.1759085;21.53056908;91.649956;0.029638743;23.89602222;35.05617145;0.52448578;0.897374659;12.64003944;2.517292261
shelf;shelf_dirac_2;2.4006;TC02;dirac;1088;1920;0.974657774;0.974549294;32.11462521;44.07598877;76.954419;0.039128711;21.51272353;30.5258042;0.461263737;0.824276602;13.10200405;2.438645363
shelf;shelf_dirac_3;3.0689;TC03;dirac;1088;1920;0.943787932;0.946345747;29.45403596;83.26904297;56.426617;0.049525622;19.51720602;26.25811414;0.393196883;0.727571185;13.7859621;2.54618454
shelf;shelf_h264_1;0.052317;TC04;h264;1088;1920;0.997696996;0.998236179;41.51869823;4.663719654;98.150149;0.014976528;29.72888133;44.28694093;0.631637128;0.963096475;10.5910244;2.922797203
shelf;shelf_h264_2;0.49;TC05;h264;1088;1920;0.996088386;0.996797621;40.23815013;6.33118391;96.996667;0.017368828;28.46394094;41.58829963;0.603276906;0.948090553;11.37479019;2.833864927
shelf;shelf_h264_3;1.0759;TC06;h264;1088;1920;0.990370631;0.991542935;37.52570225;12.15969086;91.459944;0.022934886;26.07338194;36.49550559;0.549922126;0.909227239;11.86846447;2.757808685
shelf;shelf_h264_4;1.477;TC07;h264;1088;1920;0.979788303;0.981449008;34.76111886;22.83632851;78.88589;0.029513848;23.87663303;32.23959623;0.495010321;0.854956311;12.34808064;2.705089569
shelf;shelf_ip_1;1.8233;TC11;ip;1088;1920;0.991080046;0.991080821;38.65537668;9.158633232;95.208641;0.020249944;27.10640039;37.91298368;0.56807497;0.932543962;11.26233006;2.893001795
shelf;shelf_ip_2;2.5986;TC12;ip;1088;1920;0.989683628;0.98930794;38.03038081;12.01922894;94.734721;0.021237242;26.77017707;36.92440819;0.566372772;0.930786202;11.24594212;2.89539361
shelf;shelf_ip_3;3.4117;TC13;ip;1088;1920;0.99348712;0.992482841;38.04133939;13.69779205;97.75831;0.019404918;27.75096425;34.75186275;0.643285457;0.962980543;10.19651604;3.043683529
shelf;shelf_ip_4;3.6589;TC14;ip;1088;1920;0.938083529;0.929840744;32.56047312;161.9258728;81.552083;0.039492549;23.40844588;27.29604397;0.56245217;0.899175723;10.23876953;3.058857918
shelf;shelf_mpeg2_1;0.41582;TC08;mpeg2;1088;1920;0.996028006;0.996894538;39.18238112;7.90776825;96.686845;0.019173815;27.57040906;41.48146627;0.587750302;0.945230267;12.42173576;2.93331337
shelf;shelf_mpeg2_2;0.75784;TC09;mpeg2;1088;1920;0.992100298;0.993756294;36.36147306;15.26257992;90.987623;0.025128139;25.23295525;37.35107387;0.533884762;0.907840535;13.89314079;2.852638483
shelf;shelf_mpeg2_3;2.0495;TC10;mpeg2;1088;1920;0.981553853;0.982815981;33.15431106;32.09382629;78.161161;0.033457256;22.75499672;32.85746246;0.459465962;0.860229915;14.51581478;2.83024025
square;square_dirac_1;1.4949;TC01;dirac;1088;1920;0.979699254;0.976775765;33.14708513;31.99525833;80.752062;0.034111317;22.88295909;33.28819027;0.549306802;0.797559812;12.87021828;2.401198387
square;square_dirac_2;2.2675;TC02;dirac;1088;1920;0.947061479;0.948082149;30.56630198;58.2829895;63.105624;0.042652719;20.95182465;29.13129574;0.450432277;0.693582774;13.51786995;2.353155613
square;square_dirac_3;3.0699;TC03;dirac;1088;1920;0.887921214;0.899399459;28.34144663;98.74304199;42.950795;0.051870361;19.27261192;25.24054082;0.347156553;0.568972071;14.28254509;2.398854017
square;square_h264_1;0.019668;TC04;h264;1088;1920;0.996327937;0.997169673;39.82154109;6.959546566;95.33774;0.017463092;28.70046497;42.44966537;0.727477819;0.928324768;11.04230404;3.092559814
square;square_h264_2;0.1772;TC05;h264;1088;1920;0.993774772;0.995202184;38.52508509;9.253578186;92.306916;0.020521186;27.29133828;39.97822455;0.683857847;0.900419659;11.48862076;2.992265701
square;square_h264_3;1.3519;TC06;h264;1088;1920;0.97520566;0.980531514;34.51142771;23.42459488;76.266333;0.029281957;24.2078479;33.23416973;0.565136967;0.814129459;12.21003532;2.847213268
square;square_h264_4;2.6943;TC07;h264;1088;1920;0.941576242;0.953515291;31.6163236;45.19925308;58.225613;0.03724311;22.10858674;29.03298144;0.45456906;0.729323399;12.72732735;2.763736725
square;square_ip_1;0.66572;TC11;ip;1088;1920;0.991694331;0.99373579;37.70824876;11.07523346;91.071977;0.022112509;26.62944288;38.66069367;0.659461027;0.88480136;11.8712368;2.991015673
square;square_ip_2;1.714;TC12;ip;1088;1920;0.989679396;0.991248965;36.69755369;14.57929897;88.390465;0.023734506;26.04717814;36.1391486;0.655420072;0.879011763;11.85252666;2.996150494
square;square_ip_3;3.0396;TC13;ip;1088;1920;0.980889678;0.978421926;34.37280756;26.03238297;84.494798;0.028260583;24.58610773;31.18738157;0.643345124;0.872860318;11.80114746;3.013653755
square;square_ip_4;3.3772;TC14;ip;1088;1920;0.963562191;0.952701449;31.88105099;49.78327942;73.986227;0.035258884;22.77548865;27.64801372;0.618568791;0.842909827;11.91682529;3.033035755
square;square_mpeg2_1;0.39878;TC08;mpeg2;1088;1920;0.990598798;0.993415654;36.24073862;15.49196911;88.600846;0.024965613;25.57613222;38.58328529;0.630231648;0.880318541;13.26656246;3.230933428
square;square_mpeg2_2;0.68497;TC09;mpeg2;1088;1920;0.984148741;0.989040494;34.55938281;22.82538414;82.059063;0.028949181;24.29077436;36.0071684;0.577918676;0.84127054;13.74345493;3.160695791
square;square_mpeg2_3;1.9805;TC10;mpeg2;1088;1920;0.960144818;0.971683681;31.4608046;46.60718918;65.53231;0.037906014;21.95026007;31.35479086;0.456844534;0.757598504;14.32765484;3.146090508
toys_calendar;toys_calendar_dirac_1;1.3051;TC01;dirac;1088;1920;0.986611605;0.987331808;36.85721228;13.90312672;96.68682;0.026214079;21.11257716;32.88281656;0.449223465;0.924785552;13.59019279;2.646285295
toys_calendar;toys_calendar_dirac_2;2.1949;TC02;dirac;1088;1920;0.967313588;0.968972027;33.68447649;29.02934074;80.701111;0.035241695;18.55881022;27.64427319;0.347490084;0.867065738;13.60302544;2.500673771
toys_calendar;toys_calendar_dirac_3;2.8141;TC03;dirac;1088;1920;0.944897234;0.948058069;31.6649641;46.01941299;63.561882;0.043008921;16.81711408;24.32549091;0.287842549;0.810409777;14.12478924;2.502391815
toys_calendar;toys_calendar_h264_1;0.35134;TC04;h264;1088;1920;0.993190706;0.994913578;39.89562371;6.800412655;99.500529;0.019089921;23.84697576;37.80201447;0.541401115;0.950878709;11.82988644;3.402225494
toys_calendar;toys_calendar_h264_2;0.80917;TC05;h264;1088;1920;0.988314927;0.991086245;38.63527199;9.023509026;97.056224;0.021552836;22.78386097;34.88685001;0.477664321;0.937022605;11.78474331;3.171773195
toys_calendar;toys_calendar_h264_3;2.3485;TC06;h264;1088;1920;0.962811232;0.967203557;35.12643057;20.2871418;78.300136;0.02954164;20.04983128;28.16689557;0.360889484;0.884375795;12.58648014;2.958964825
toys_calendar;toys_calendar_h264_4;2.7071;TC07;h264;1088;1920;0.937377691;0.941285729;32.76824059;35.09680939;62.688852;0.036428723;18.23135195;24.68399958;0.30018156;0.833598207;13.06538773;2.857328892
toys_calendar;toys_calendar_mpeg2_1;0.27243;TC08;mpeg2;1088;1920;0.991053224;0.993407309;38.55858907;9.156351089;98.466796;0.021552217;22.77921509;36.59770652;0.497904144;0.946891507;13.07871151;3.422581673
toys_calendar;toys_calendar_mpeg2_2;0.98525;TC09;mpeg2;1088;1920;0.981900632;0.986278117;36.23280611;15.75082493;89.863813;0.026752389;20.9102583;32.38438493;0.406331531;0.914777487;14.30835724;3.180971622
toys_calendar;toys_calendar_mpeg2_3;2.4642;TC10;mpeg2;1088;1920;0.961611152;0.966535509;33.35812485;30.76026726;74.922548;0.03516319;18.54793121;27.70805206;0.318337863;0.870553305;14.51082706;3.191061735
tractor;tractor_dirac_1;0.46594;TC01;dirac;1088;1920;0.989042521;0.986311674;37.10014243;14.40105534;96.32535;0.024548754;24.69280304;34.09352471;0.669493577;0.949612179;16.43497467;2.256435871
tractor;tractor_dirac_2;0.98649;TC02;dirac;1088;1920;0.971615255;0.968736112;34.56539606;25.52357292;80.656049;0.032534308;22.22315078;30.09827546;0.58464135;0.916311573;16.24897385;2.126027822
tractor;tractor_dirac_3;2.1238;TC03;dirac;1088;1920;0.914719343;0.923107088;31.53163951;51.19404984;59.987747;0.041214804;20.1603224;25.56510938;0.444520311;0.874335995;15.38476276;2.31385541
tractor;tractor_h264_1;0.62056;TC04;h264;1088;1920;0.986306667;0.988426149;39.015536;10.37322712;94.902138;0.0201271;26.55465896;36.56946909;0.716193446;0.9566572;14.75404263;2.819163799
tractor;tractor_h264_2;0.97067;TC05;h264;1088;1920;0.963535786;0.968016684;35.70819179;20.99946976;81.77969;0.026888368;23.93132282;31.04841798;0.611970566;0.929401177;14.86980057;2.668424368
tractor;tractor_h264_3;1.8136;TC06;h264;1088;1920;0.903623819;0.910483599;32.23626134;44.57271576;60.731601;0.035753438;21.41800431;25.99081667;0.470825422;0.891699901;14.97011662;2.648412704
tractor;tractor_h264_4;2.1212;TC07;h264;1088;1920;0.875899255;0.883924663;31.01229382;55.24171448;52.59008;0.039507811;20.47732629;24.30330272;0.410585514;0.873956039;15.15739346;2.66247344
tractor;tractor_ip_1;1.4337;TC11;ip;1088;1920;0.987355292;0.986355126;36.84212152;15.28682232;97.363777;0.022277311;25.52595969;34.43425514;0.707373036;0.948320428;15.62047768;2.723222017
tractor;tractor_ip_2;2.4845;TC12;ip;1088;1920;0.979134262;0.969697535;34.52119333;26.33692169;93.335949;0.027865919;23.61492114;30.00570903;0.697408777;0.948434639;15.62034512;2.740114212
tractor;tractor_ip_3;2.4187;TC13;ip;1088;1920;0.986159921;0.975826502;36.07363148;20.8856163;99.33752;0.021697877;26.00387597;32.47466181;0.810522273;0.972012442;15.44101238;2.920192719
tractor;tractor_ip_4;3.1523;TC14;ip;1088;1920;0.863666475;0.766467631;26.83650332;173.9201355;63.791652;0.059966239;17.27518395;18.98932015;0.590106859;0.928088228;16.11693954;2.845333576
tractor;tractor_mpeg2_1;-0.263;TC08;mpeg2;1088;1920;0.996227384;0.997114956;40.55038184;5.886822224;99.967993;0.016581309;27.99133303;41.44930656;0.767043032;0.97793419;14.4719162;3.187155724
tractor;tractor_mpeg2_3;1.4346;TC10;mpeg2;1088;1920;0.954565465;0.961833656;32.88634576;34.53386307;73.108837;0.034906284;21.51518193;28.95747203;0.495898988;0.916089358;16.1116066;3.521090984
tractor;tractor_mpeg2_2;0.30158;TC09;mpeg2;1088;1920;0.982610166;0.986067414;35.98133517;16.99035263;90.659293;0.026328018;23.97172684;33.75881798;0.626175054;0.947048568;16.00137329;3.193972111
tractor;tractor_mpeg2_3;1.4346;TC10;mpeg2;1088;1920;0.954565465;0.961833656;32.88634576;34.53386307;73.108837;0.034906284;21.51518193;28.95747203;0.495898988;0.916089358;16.1116066;3.521090984
train;train_dirac_1;2.4218;TC01;dirac;1088;1920;0.957634389;0.953063726;28.95657521;111.5029144;75.559699;0.054331806;19.03479031;29.11438808;0.638289362;0.792032962;15.94068813;2.833072186
train;train_dirac_2;2.8696;TC02;dirac;1088;1920;0.918338537;0.910802722;26.315088;191.9044952;58.36592;0.067710172;17.01406327;25.20190377;0.516497471;0.630011633;16.40017128;2.386820555
train;train_dirac_3;3.2625;TC03;dirac;1088;1920;0.849073231;0.850209355;24.06815377;292.7217102;38.489506;0.08156414;15.23557988;21.68313839;0.392071817;0.456441791;15.86064625;2.210656166
train;train_h264_1;1.4794;TC04;h264;1088;1920;0.973505676;0.977763116;29.8673164;74.42803955;82.475032;0.042487202;20.81930968;31.49803566;0.767567917;0.95132253;11.80597591;4.393099785
train;train_h264_2;1.438;TC05;h264;1088;1920;0.972748339;0.977562726;29.98300367;72.15619659;81.786017;0.042852329;20.72907879;30.68383721;0.741969204;0.925567702;12.27651882;4.184780598
train;train_h264_3;1.6346;TC06;h264;1088;1920;0.965641916;0.971786141;29.49567709;78.06416321;77.033921;0.045031012;20.24344449;29.54960023;0.707363046;0.893777286;12.50070953;4.049305439
train;train_h264_4;1.7017;TC07;h264;1088;1920;0.95867914;0.966344416;29.11834434;84.42970276;72.96836;0.047044276;19.85239594;28.65748293;0.673834646;0.86424014;12.69303322;3.918422699
train;train_mpeg2_1;0.2853;TC08;mpeg2;1088;1920;0.985957026;0.989870608;31.08629103;57.6932869;90.756618;0.04013548;21.35569241;34.55410573;0.745079124;0.945855205;13.13326073;4.393065453
train;train_mpeg2_2;0.60991;TC09;mpeg2;1088;1920;0.979299963;0.985175431;30.23244453;68.2824707;85.062784;0.043512303;20.61156702;32.69809507;0.704759943;0.903795438;13.77930546;4.26021719
train;train_mpeg2_3;1.3507;TC10;mpeg2;1088;1920;0.961879492;0.972647309;28.44487242;100.2053909;73.920942;0.051498115;19.10881614;29.80467887;0.622627148;0.828233713;14.45198154;4.048388481
tube;tube_dirac_1;1.3674;TC01;dirac;1088;1920;0.992360353;0.992134094;35.64315543;19.6082859;94.498441;0.027370619;25.41413634;37.29650816;0.553013317;0.893111005;11.64602566;2.763250828
tube;tube_dirac_2;2.331;TC02;dirac;1088;1920;0.976139307;0.976031482;31.62360462;47.46869659;77.896218;0.038193131;22.4584005;31.78804855;0.478412997;0.790826914;12.91090298;2.493613243
tube;tube_dirac_3;3.1556;TC03;dirac;1088;1920;0.93984735;0.942199469;28.41950256;94.93250275;52.75329;0.050427512;19.9507497;26.58980367;0.397671396;0.649885989;13.78292751;2.35926795
tube;tube_h264_1;-0.093407;TC04;h264;1088;1920;0.997908115;0.998357832;41.37876684;4.810006142;98.523953;0.014850957;30.55234996;44.67860165;0.627993038;0.957712764;10.68307018;3.154361248
tube;tube_h264_2;0.43439;TC05;h264;1088;1920;0.995665312;0.996505082;39.42036678;7.552458763;96.914058;0.018390762;28.70494698;40.91085608;0.595212603;0.936571152;11.06429577;3.115732908
tube;tube_h264_3;2.305;TC06;h264;1088;1920;0.980120838;0.982720196;34.9300252;21.83927155;81.572549;0.027707916;25.15077425;33.9252082;0.516877187;0.87154372;11.77113628;3.048764944
tube;tube_h264_4;2.4844;TC07;h264;1088;1920;0.964656293;0.968664229;32.67157284;36.25680542;69.280231;0.0339488;23.38463422;30.81724726;0.464958529;0.817579977;12.34612274;2.952552557
tube;tube_ip_1;0.73517;TC11;ip;1088;1920;0.994697869;0.995634377;38.19245596;10.21190166;96.527108;0.020305214;27.86059901;38.10628463;0.582312137;0.932727172;11.24523258;3.141226053
tube;tube_ip_2;2.5067;TC12;ip;1088;1920;0.990829766;0.990197539;37.22686569;15.40445709;95.535897;0.022116085;27.22996566;36.8539707;0.578745323;0.931741914;11.18021202;3.14497304
tube;tube_ip_3;2.9448;TC13;ip;1088;1920;0.994270086;0.99383384;38.55583868;11.02479076;98.172141;0.017605987;29.21647175;35.94399622;0.637272431;0.960534201;10.34070301;3.299705982
tube;tube_ip_4;3.4686;TC14;ip;1088;1920;0.986942828;0.984207034;35.12350552;27.54158783;94.410914;0.024945194;26.46733557;31.26315788;0.62556893;0.941744435;10.34388256;3.310704231
tube;tube_mpeg2_1;0.17627;TC08;mpeg2;1088;1920;0.995105207;0.996260703;37.41525125;12.04430676;94.855381;0.021896689;27.22276663;40.57075801;0.571009076;0.917848336;12.06846046;3.257925987
tube;tube_mpeg2_2;0.66698;TC09;mpeg2;1088;1920;0.989249647;0.991806686;34.37226184;24.48749924;84.946598;0.028714394;24.88552106;36.47512243;0.511816982;0.865575478;13.02125359;3.185000896
tube;tube_mpeg2_3;1.9667;TC10;mpeg2;1088;1920;0.979700148;0.983734369;32.21312249;40.20090485;75.355085;0.034684261;23.24172829;33.35629054;0.457760346;0.824788663;13.43619633;3.202774048
