refFile;testFile;Mos;HRC;height;width;videoDegradationType;ssim;msssim;psnr;mse;vmaf;rmse;snr;wsnr;uqi;pbvif;niqe
pa01_25fps;pa14_25fps;51.053;TC13;432;768;MPEG2Compression;0.97001636;0.986690164;36.15514056;16.63480377;88.518777;0.023187811;23.96273505;36.01624234;0.72595856;0.852865034;14.28357887
pa01_25fps;pa15_25fps;55.702;TC14;432;768;MPEG2Compression;0.962195873;0.982874691;35.26915651;20.55740738;84.959744;0.025194691;23.25419065;34.69080215;0.697981533;0.828340607;14.41768265
pa01_25fps;pa16_25fps;65.6457;TC15;432;768;MPEG2Compression;0.94415319;0.973625541;33.85209842;29.15218353;77.609818;0.028860696;22.11116179;32.42862333;0.644437924;0.781458965;15.33838844
rb01_25fps;rb2_25fps;64.9369;TC01;432;768;WirelessDistortions;0.837812126;0.870578825;27.54347098;118.9212341;56.459896;0.053342462;16.78488176;21.70173161;0.660456319;0.691142465;24.67329597
rb01_25fps;rb3_25fps;46.2446;TC02;432;768;WirelessDistortions;0.88526994;0.92551446;29.99745482;66.55007172;70.073765;0.041910451;18.85229234;25.59599347;0.690342098;0.690370361;23.32965469
rb01_25fps;rb4_25fps;54.3732;TC03;432;768;WirelessDistortions;0.896198392;0.932936907;30.04488682;66.16721344;72.414185;0.041306108;18.98786749;25.77799128;0.728643477;0.733763947;25.05982399
rb01_25fps;rb5_25fps;46.4907;TC04;432;768;WirelessDistortions;0.927394509;0.951889873;31.41501373;48.91446304;81.852175;0.036514991;20.0659467;27.38474144;0.772923922;0.757771447;23.75862694
rb01_25fps;rb6_25fps;68.1064;TC05;432;768;IPDistortions;0.873343229;0.874997914;29.08785145;131.009079;67.135234;0.052063449;17.73791526;24.79690075;0.683174405;0.679971155;23.42297554
rb01_25fps;rb7_25fps;54.8101;TC06;432;768;IPDistortions;0.893963277;0.923664927;29.94879005;74.98373413;69.936977;0.042887191;18.80107001;25.56333368;0.735028434;0.72559586;25.84712982
rb01_25fps;rb8_25fps;54.6555;TC07;432;768;IPDistortions;0.919785738;0.919897377;31.49313742;89.27161407;81.479108;0.042066191;19.74178048;29.25351212;0.771803817;0.752981336;24.33250046
rb01_25fps;rb9_25fps;39.1978;TC08;432;768;H264Compression;0.915851831;0.958128333;31.59756035;45.42010498;79.219888;0.036013431;20.15051227;30.09532807;0.737363724;0.715521588;23.82746696
rb01_25fps;rb10_25fps;43.6833;TC09;432;768;H264Compression;0.883405387;0.938943505;30.42070617;59.75045776;69.975779;0.040356022;19.16559602;27.96059373;0.674887821;0.663724663;22.83857918
rb01_25fps;rb11_25fps;55.8563;TC10;432;768;H264Compression;0.826091051;0.901584327;28.95260286;84.52241516;56.686337;0.046833095;17.88624609;25.27405155;0.575711877;0.583781902;21.10833168
rb01_25fps;rb12_25fps;63.5809;TC11;432;768;H264Compression;0.784361362;0.871476054;28.1348532;103.0012817;49.962821;0.050736204;17.2066443;23.91643765;0.516731236;0.533416367;20.53531837
rb01_25fps;rb13_25fps;38.8828;TC12;432;768;MPEG2Compression;0.941790044;0.973709106;31.92774657;43.33656693;88.36229;0.034398055;20.5907111;33.03227239;0.80618676;0.804805721;26.99582481
rb01_25fps;rb14_25fps;45.6069;TC13;432;768;MPEG2Compression;0.909030437;0.956494749;30.35478454;62.26428604;78.183171;0.039915216;19.30344639;30.23716194;0.744747079;0.744920841;25.78554344
rb01_25fps;rb15_25fps;48.0089;TC14;432;768;MPEG2Compression;0.896591902;0.949602127;29.88871855;69.32151794;74.57684;0.04175698;18.91294178;29.38392364;0.722883434;0.723951442;25.16831589
rb01_25fps;rb16_25fps;47.527;TC15;432;768;MPEG2Compression;0.896591902;0.949602127;29.88871855;69.32151794;74.57684;0.04175698;18.91294178;29.38392364;0.722883434;0.723951442;25.16831589
rh01_25fps;rh2_25fps;68.1431;TC01;432;768;WirelessDistortions;0.929902017;0.937132299;30.03102386;66.646698;49.294918;0.039477164;19.38851801;22.02208849;0.586274776;0.762953652;14.9624958
rh01_25fps;rh3_25fps;63.5698;TC02;432;768;WirelessDistortions;0.940773845;0.942827582;30.85819161;70.93415833;67.329248;0.03908977;19.88365027;22.85774128;0.603530992;0.849614261;15.00928497
rh01_25fps;rh4_25fps;48.0196;TC03;432;768;WirelessDistortions;0.958582103;0.973115563;34.70071223;23.5015316;74.117188;0.025948038;23.0538623;28.05516183;0.61321006;0.865521653;14.55337334
rh01_25fps;rh5_25fps;51.498;TC04;432;768;WirelessDistortions;0.957011878;0.960224509;32.25480802;43.60402298;70.179065;0.032290035;21.25249875;24.39436497;0.638457535;0.846509825;14.65917587
rh01_25fps;rh6_25fps;55.2291;TC05;432;768;IPDistortions;0.954206944;0.966802418;35.55182856;37.51911545;74.30162;0.027823085;23.26125607;30.18305837;0.62639618;0.861500829;15.02841759
rh01_25fps;rh7_25fps;62.3778;TC06;432;768;IPDistortions;0.945859253;0.952676654;31.57113586;51.35592651;60.280434;0.034445072;20.70521396;23.7984247;0.611705399;0.815012274;14.72490215
rh01_25fps;rh8_25fps;42.6909;TC07;432;768;IPDistortions;0.973736048;0.983713627;38.72734051;14.84491825;85.449634;0.020350905;25.58497312;34.54302421;0.669034246;0.905803777;14.78454781
rh01_25fps;rh9_25fps;37.8713;TC08;432;768;H264Compression;0.96216464;0.979593754;36.8096262;13.81579781;80.362281;0.022413231;24.27170478;32.06477211;0.605031515;0.866740725;15.26506519
rh01_25fps;rh10_25fps;45.4363;TC09;432;768;H264Compression;0.95178014;0.973154187;35.64929174;18.14374352;74.867752;0.024806491;23.40076254;30.47056825;0.572530917;0.840579313;15.61131096
rh01_25fps;rh11_25fps;53.6343;TC10;432;768;H264Compression;0.942903519;0.967098176;34.85325956;22.19799042;70.695426;0.026897769;22.72508224;29.33044357;0.547001069;0.823240667;15.62240601
rh01_25fps;rh12_25fps;62.9934;TC11;432;768;H264Compression;0.927729189;0.955953479;33.72978367;29.92778206;64.56848;0.030096238;21.80909185;27.76795753;0.509436531;0.793491825;16.13347626
rh01_25fps;rh13_25fps;31.4716;TC12;432;768;MPEG2Compression;0.988383889;0.994842827;40.21747322;6.261422634;93.345956;0.016004286;27.18926657;39.42713482;0.738427059;0.940384133;14.01879597
rh01_25fps;rh14_25fps;42.8568;TC13;432;768;MPEG2Compression;0.970897853;0.986169875;36.40746554;15.11973286;82.143315;0.022349992;24.29901116;33.88860745;0.661090719;0.87578179;15.63603115
rh01_25fps;rh15_25fps;52.0988;TC14;432;768;MPEG2Compression;0.953871608;0.97721535;34.58335883;23.67987823;73.630534;0.026425205;22.88211523;31.26994258;0.604975591;0.825177573;16.4756031
rh01_25fps;rh16_25fps;62.2062;TC15;432;768;MPEG2Compression;0.933525741;0.966012955;33.18970214;33.08470917;65.613741;0.030114105;21.76955795;29.23342439;0.550473517;0.775656115;16.95970535
tr01_25fps;tr2_25fps;71.2731;TC01;432;768;WirelessDistortions;0.857640624;0.877522707;26.3905691;163.6021729;57.412075;0.064938976;15.92833537;20.09257266;0.605667287;0.79487662;19.20501518
tr01_25fps;tr3_25fps;72.1356;TC02;432;768;WirelessDistortions;0.849720836;0.90121603;27.54795912;124.7262344;57.027842;0.058372435;16.83205963;22.35327895;0.572971431;0.777807596;20.30220222
tr01_25fps;tr4_25fps;64.6561;TC03;432;768;WirelessDistortions;0.878573656;0.913526952;27.65456112;122.1155167;65.095365;0.056524186;17.11365964;21.88987168;0.648309324;0.839565244;18.37038803
tr01_25fps;tr5_25fps;53.1125;TC04;432;768;WirelessDistortions;0.925868392;0.960240662;30.76538621;56.13727951;76.607163;0.044217148;19.17181607;27.35756417;0.683607274;0.842003126;19.464674
tr01_25fps;tr6_25fps;73.473;TC05;432;768;IPDistortions;0.852378309;0.879022658;26.06191816;180.8250885;52.519392;0.065958892;15.83221618;19.67811477;0.610767026;0.79436238;18.84848595
tr01_25fps;tr7_25fps;55.3531;TC06;432;768;IPDistortions;0.937880576;0.96397984;32.03383776;52.45979691;81.623261;0.041890347;19.8430541;29.88896084;0.718949375;0.862840115;17.80513763
tr01_25fps;tr8_25fps;52.4524;TC07;432;768;IPDistortions;0.930637598;0.962751865;31.3056401;51.92515945;78.607077;0.043442508;19.36314484;28.95489202;0.692571802;0.846663157;18.80256271
tr01_25fps;tr9_25fps;38.6726;TC08;432;768;H264Compression;0.942686021;0.971910179;32.14128738;40.8090477;83.327432;0.040587869;19.92001404;30.40197967;0.711478968;0.855977653;18.62490463
tr01_25fps;tr10_25fps;47.7716;TC09;432;768;H264Compression;0.920338809;0.959831834;30.91701997;54.01516342;76.072306;0.044669518;19.08515687;28.66741484;0.665993566;0.83198443;18.87365532
tr01_25fps;tr11_25fps;56.9119;TC10;432;768;H264Compression;0.901579857;0.949328959;30.16156098;64.53672028;70.860263;0.047603463;18.53967352;27.45779923;0.62988755;0.8130092;19.54191208
tr01_25fps;tr12_25fps;63.7984;TC11;432;768;H264Compression;0.889700413;0.942085087;29.74452884;71.50584412;68.039223;0.049345455;18.23744757;26.81000028;0.609386976;0.801623806;19.58986473
tr01_25fps;tr13_25fps;33.4734;TC12;432;768;MPEG2Compression;0.969261765;0.986669362;33.99745619;27.08779335;94.987954;0.034129469;21.44153968;35.75280717;0.786982859;0.92131295;17.71180916
tr01_25fps;tr14_25fps;42.5381;TC13;432;768;MPEG2Compression;0.95310545;0.97900629;32.48905611;38.13504791;89.559824;0.038696058;20.34006363;33.39624641;0.745654451;0.897848986;18.33276749
tr01_25fps;tr15_25fps;56.1328;TC14;432;768;MPEG2Compression;0.917308748;0.960829377;30.44043748;60.52926254;78.951493;0.045891382;18.84599717;30.01614597;0.672202224;0.856830995;19.05350304
tr01_25fps;tr16_25fps;65.7102;TC15;432;768;MPEG2Compression;0.879386365;0.94001472;29.02381622;83.1866684;69.265739;0.051774464;17.78924347;27.54239903;0.605198963;0.820163564;19.35160065
st01_25fps;st2_25fps;65.6522;TC01;432;768;WirelessDistortions;0.895982981;0.922089398;31.00038791;60.51108932;51.399852;0.037233239;20.71357294;25.73207394;0.588626468;0.636746382;16.55669022
st01_25fps;st3_25fps;61.3221;TC02;432;768;WirelessDistortions;0.933734298;0.953910708;33.3171498;35.490242;69.810356;0.02968545;22.65270316;29.87950154;0.6639182;0.740169738;15.49205971
st01_25fps;st4_25fps;44.0305;TC03;432;768;WirelessDistortions;0.973118603;0.984717131;36.62875335;16.93731308;85.716468;0.022020342;25.22690496;33.34135431;0.746407229;0.825813041;14.59980583
st01_25fps;st5_25fps;41.4157;TC04;432;768;WirelessDistortions;0.969526768;0.982263565;36.96331697;13.7425499;84.174676;0.021024707;25.46797909;34.14490872;0.727529815;0.813497481;15.56296444
st01_25fps;st6_25fps;58.4534;TC05;432;768;IPDistortions;0.956454873;0.975860953;36.76316062;20.17131424;79.697346;0.023086207;25.03718975;35.05280366;0.71353368;0.783856475;15.21438694
st01_25fps;st7_25fps;44.2762;TC06;432;768;IPDistortions;0.974603832;0.987766147;38.07536853;10.66482735;86.818685;0.019664128;26.0469041;37.37767041;0.734348633;0.804090756;15.44158554
st01_25fps;st8_25fps;48.3834;TC07;432;768;IPDistortions;0.978251815;0.989447594;38.74090079;9.52707386;88.334377;0.018635976;26.5493452;38.19565389;0.757002846;0.827335776;14.87099075
st01_25fps;st9_25fps;40.7745;TC08;432;768;H264Compression;0.970189393;0.985773206;37.61613785;11.53097057;85.831535;0.020414019;25.69942662;37.26135609;0.710329059;0.7844499;15.8571558
st01_25fps;st10_25fps;46.5633;TC09;432;768;H264Compression;0.966990948;0.984232247;37.26936806;12.47554398;84.685018;0.02104119;25.43686967;36.83767366;0.696439866;0.772760601;15.94454575
st01_25fps;st11_25fps;52.3269;TC10;432;768;H264Compression;0.962774098;0.982153893;36.85567689;13.7213583;83.179808;0.021780832;25.13899406;36.35422429;0.679936885;0.758900002;16.2023716
st01_25fps;st12_25fps;56.0811;TC11;432;768;H264Compression;0.95717448;0.979093671;36.40427259;15.37128544;81.241404;0.022736382;24.78216687;35.69002732;0.659988817;0.743384417;16.58414841
st01_25fps;st13_25fps;36.5136;TC12;432;768;MPEG2Compression;0.972141445;0.98766005;37.03627216;12.92965221;84.61619;0.020644531;25.57927261;39.35481317;0.745214329;0.769980556;15.09547138
st01_25fps;st14_25fps;42.9632;TC13;432;768;MPEG2Compression;0.96241045;0.983345449;35.99978741;16.40455627;80.86779;0.02253506;24.81818627;38.0710166;0.709314076;0.727219459;15.69040203
st01_25fps;st15_25fps;49.1987;TC14;432;768;MPEG2Compression;0.947057724;0.976340353;34.80709924;21.5810051;75.56695;0.025018135;23.91112055;36.47336618;0.658110575;0.672874371;16.64575195
st01_25fps;st16_25fps;57.42;TC15;432;768;MPEG2Compression;0.930656791;0.968556821;33.89988593;26.67676353;70.39244;0.027171121;23.19919815;35.15539119;0.609182377;0.626326298;17.02642441
sf01_25fps;sf2_25fps;54.9213;TC01;432;768;WirelessDistortions;0.908668876;0.889421225;28.90784494;90.24311066;43.366713;0.046754958;16.01687921;19.26238009;0.660162279;0.85921157;16.20855331
sf01_25fps;sf3_25fps;63.2756;TC02;432;768;WirelessDistortions;0.905228853;0.906313717;30.43650399;69.22001648;52.881898;0.043935679;16.62823827;21.45997589;0.621876543;0.843168021;16.75437927
sf01_25fps;sf4_25fps;56.8614;TC03;432;768;WirelessDistortions;0.971624851;0.977248371;35.31795348;24.89333725;85.13808;0.029350597;20.14912863;28.01558293;0.765591667;0.922325082;15.91774178
sf01_25fps;sf5_25fps;49.2987;TC04;432;768;WirelessDistortions;0.956106484;0.965423822;33.41648188;33.13243866;77.142149;0.034247547;18.7077793;25.55111034;0.717308671;0.89949411;15.88810349
sf01_25fps;sf6_25fps;59.3959;TC05;432;768;IPDistortions;0.911813855;0.924137712;31.49439656;86.05254364;59.29746;0.044573166;16.9787554;24.07514577;0.661136862;0.861709093;16.73502922
sf01_25fps;sf7_25fps;44.8094;TC06;432;768;IPDistortions;0.949504554;0.951511085;32.70010638;44.36615753;66.714636;0.035603551;18.48912795;24.48636296;0.721140351;0.893265665;15.83099651
sf01_25fps;sf8_25fps;39.1088;TC07;432;768;IPDistortions;0.966733158;0.979660273;35.71567503;20.9779129;81.602053;0.031274215;19.54838587;29.53068801;0.730643639;0.902572506;16.90947342
sf01_25fps;sf9_25fps;32.6002;TC08;432;768;H264Compression;0.97640115;0.986524224;37.37882227;12.61465168;89.430737;0.027546595;20.59307057;31.81668495;0.75468153;0.915855677;16.74611855
sf01_25fps;sf10_25fps;44.0164;TC09;432;768;H264Compression;0.962897897;0.977745056;35.57170918;19.52565002;82.304595;0.032422901;19.19467294;29.48595989;0.706423653;0.894109699;16.70332336
sf01_25fps;sf11_25fps;54.9423;TC10;432;768;H264Compression;0.954319298;0.971258044;34.86021597;23.41113281;79.232444;0.034200914;18.7378763;28.63847462;0.686936041;0.885729689;16.69290161
sf01_25fps;sf12_25fps;57.1497;TC11;432;768;H264Compression;0.945443809;0.965565801;34.12098828;28.04791832;75.283325;0.036376167;18.21791714;27.65799362;0.662187194;0.876030142;16.54656982
sf01_25fps;sf13_25fps;40.9999;TC12;432;768;MPEG2Compression;0.991172552;0.995587587;40.86854318;6.429977894;97.024518;0.019031696;23.95282914;39.24860004;0.854295284;0.971072129;14.96666908
sf01_25fps;sf14_25fps;44.6477;TC13;432;768;MPEG2Compression;0.985029578;0.99210465;38.91294205;10.49033833;93.529919;0.023098308;22.28571375;36.61670116;0.817520403;0.956484399;15.56959438
sf01_25fps;sf15_25fps;49.2215;TC14;432;768;MPEG2Compression;0.977737248;0.987949014;37.29090861;15.20407486;89.542442;0.02704952;20.90270953;34.50492613;0.780862179;0.940281337;16.2586422
sf01_25fps;sf16_25fps;53.7003;TC15;432;768;MPEG2Compression;0.971053839;0.98413676;36.17518985;19.3223896;86.001873;0.03005431;19.97047421;33.03004427;0.752267682;0.926927363;16.53813744
bs01_25fps;bs2_25fps;68.9412;TC01;432;768;WirelessDistortions;0.881486833;0.89318186;24.08178517;289.0696716;55.979802;0.081522261;16.42573561;20.57754717;0.481261315;0.73902213;15.08281708
bs01_25fps;bs3_25fps;52.9363;TC02;432;768;WirelessDistortions;0.941659808;0.965116262;30.2584823;77.35379028;80.393234;0.050899689;20.59462305;30.53217324;0.503689602;0.81121045;14.68687534
bs01_25fps;bs4_25fps;51.0109;TC03;432;768;WirelessDistortions;0.939868689;0.956961095;28.31603905;131.078949;77.95838;0.058701957;19.4699885;26.93827093;0.524334864;0.808512323;15.71508408
bs01_25fps;bs5_25fps;55.9066;TC04;432;768;WirelessDistortions;0.941948354;0.957243681;28.92946437;112.9128265;76.831602;0.054944246;20.0649665;26.73633278;0.522295315;0.824080473;14.41054535
bs01_25fps;bs6_25fps;61.7965;TC05;432;768;IPDistortions;0.916234851;0.933917165;26.11750815;183.3331909;58.130293;0.067717016;17.99347095;22.87394877;0.499981489;0.782368029;14.4246273
bs01_25fps;bs7_25fps;45.9273;TC06;432;768;IPDistortions;0.945737064;0.968892038;31.32845417;118.5939789;84.21078;0.052145005;20.96965908;32.85134257;0.539078858;0.810485139;15.42801952
bs01_25fps;bs8_25fps;40.9576;TC07;432;768;IPDistortions;0.970224619;0.984611988;32.35275385;46.06339645;89.845548;0.044212061;21.75118672;34.32873389;0.568686556;0.843989226;15.34171867
bs01_25fps;bs9_25fps;31.9421;TC08;432;768;H264Compression;0.977659941;0.988602102;33.8167023;32.697258;94.744671;0.039357194;22.78501525;36.50447423;0.592593126;0.868934208;15.26995087
bs01_25fps;bs10_25fps;36.6396;TC09;432;768;H264Compression;0.973357499;0.986338139;33.01238304;39.31263733;92.248286;0.042176231;22.16836064;35.50402553;0.576338881;0.851986089;15.32448673
bs01_25fps;bs11_25fps;38.6448;TC10;432;768;H264Compression;0.964576781;0.981598258;31.89290606;51.69848633;88.036382;0.046308808;21.36637571;34.11872167;0.550346112;0.827449349;15.32783413
bs01_25fps;bs12_25fps;52.1844;TC11;432;768;H264Compression;0.943310499;0.970200717;30.05609702;81.05673981;79.790108;0.05364813;20.11811315;31.87601519;0.502548159;0.78235984;15.97632599
bs01_25fps;bs13_25fps;32.7252;TC12;432;768;MPEG2Compression;0.971323311;0.987025678;30.44482993;67.10967255;85.962929;0.049692855;20.66861415;35.56680122;0.587089812;0.807865232;15.93580532
bs01_25fps;bs14_25fps;43.9984;TC13;432;768;MPEG2Compression;0.950037062;0.976937234;28.25808435;108.1705933;75.472546;0.059246752;19.10475866;32.61984195;0.5311487;0.740135167;16.27072716
bs01_25fps;bs15_25fps;50.509;TC14;432;768;MPEG2Compression;0.926999629;0.966515362;26.80899333;147.9271851;66.374686;0.066629971;18.06067392;30.57626746;0.48820809;0.684251143;16.89064598
bs01_25fps;bs16_25fps;53.4364;TC15;432;768;MPEG2Compression;0.896008909;0.951359034;25.77755017;184.5159912;58.641342;0.072848734;17.26692428;29.04577418;0.439733006;0.63710195;17.43406296
sh01_50fps;sh2_50fps;81.1601;TC01;432;768;WirelessDistortions;0.871800661;0.873073995;25.84752172;192.750061;58.577564;0.06553591;13.39980747;18.67120024;0.6090419;0.752464824;17.51818466
sh01_50fps;sh3_50fps;70.5494;TC02;432;768;WirelessDistortions;0.923321784;0.948544681;28.45835616;97.84655762;67.435336;0.050203978;15.57516632;22.1114792;0.660431418;0.795658562;18.59573746
sh01_50fps;sh4_50fps;54.9174;TC03;432;768;WirelessDistortions;0.954558671;0.976632357;31.13505795;55.563797;83.87155;0.04028496;17.52048304;28.01781384;0.694951437;0.841670861;17.78962135
sh01_50fps;sh5_50fps;49.635;TC04;432;768;WirelessDistortions;0.955075324;0.974732757;31.49571788;48.65556717;82.681141;0.03866675;17.83109053;27.60983658;0.698081259;0.842066412;17.88245583
sh01_50fps;sh6_50fps;55.5307;TC05;432;768;IPDistortions;0.935339391;0.966761887;31.26564174;90.97135925;80.525839;0.044604787;17.26744257;29.03176643;0.675077226;0.82115909;17.29700661
sh01_50fps;sh7_50fps;61.2837;TC06;432;768;IPDistortions;0.931084156;0.959958136;29.25680854;91.50065613;73.757785;0.047431968;16.20989429;25.26124177;0.671849618;0.816149056;18.38314438
sh01_50fps;sh8_50fps;46.2254;TC07;432;768;IPDistortions;0.955056012;0.978829324;32.75181673;69.92238617;87.0128;0.038695081;18.4296439;31.1135046;0.705914829;0.843409754;17.23466873
sh01_50fps;sh9_50fps;36.244;TC08;432;768;H264Compression;0.973784983;0.988298833;33.79051341;28.90299416;91.540606;0.032911396;19.24043173;32.33274262;0.733084613;0.867403873;17.18976593
sh01_50fps;sh10_50fps;40.8004;TC09;432;768;H264Compression;0.967945457;0.98551929;32.89342663;35.48820496;89.050798;0.035676238;18.54466256;31.27430714;0.711029861;0.848999376;17.59795761
sh01_50fps;sh11_50fps;51.6153;TC10;432;768;H264Compression;0.961380839;0.982346058;32.09311891;42.7803421;86.358273;0.038455753;17.89609695;30.32066004;0.689308252;0.829779339;18.22646523
sh01_50fps;sh12_50fps;66.3166;TC11;432;768;H264Compression;0.947046757;0.975181222;30.86512162;57.34915543;81.443781;0.042897107;16.96265253;28.94740244;0.651518654;0.798959895;18.4594593
sh01_50fps;sh13_50fps;37.0212;TC12;432;768;MPEG2Compression;0.978158355;0.990904629;33.10746827;33.22874451;91.932344;0.033560599;19.05562377;35.48806892;0.775684224;0.873932005;17.20277023
sh01_50fps;sh14_50fps;44.0813;TC13;432;768;MPEG2Compression;0.9644894;0.985115349;31.13130719;52.3684845;86.330438;0.040566773;17.41223619;33.13119622;0.723485567;0.82294827;18.16723061
sh01_50fps;sh15_50fps;57.5757;TC14;432;768;MPEG2Compression;0.949854136;0.978828371;29.81357691;70.84812164;81.273544;0.04605286;16.31073327;31.41037139;0.679542382;0.780626123;18.47504234
sh01_50fps;sh16_50fps;62.0745;TC15;432;768;MPEG2Compression;0.936333179;0.972903907;28.9425899;86.54680634;77.09883;0.050132377;15.57423166;30.20177943;0.644071415;0.74741099;18.56623459
mc01_50fps;mc2_50fps;78.3431;TC01;432;768;WirelessDistortions;0.909171879;0.898918211;26.33702135;177.4235229;61.305733;0.062565001;18.2538199;22.41992073;0.56910602;0.801275806;15.17141819
mc01_50fps;mc3_50fps;69.2258;TC02;432;768;WirelessDistortions;0.92564708;0.946996927;28.8745521;91.91557312;65.720487;0.0476594;20.44370241;28.13521247;0.568957027;0.804960946;15.43605328
mc01_50fps;mc4_50fps;59.5299;TC03;432;768;WirelessDistortions;0.956500351;0.973767698;31.5545049;53.45030212;81.677772;0.038034973;22.50847221;33.35508187;0.61037699;0.852878585;15.09032249
mc01_50fps;mc5_50fps;57.8482;TC04;432;768;WirelessDistortions;0.961781681;0.976940751;32.09103627;44.09485245;81.667715;0.035692548;22.97880897;33.32306073;0.61968614;0.85558936;14.97325039
mc01_50fps;mc6_50fps;73.3075;TC05;432;768;IPDistortions;0.928206801;0.945949614;29.69037429;87.89214325;69.043552;0.045421063;21.08681968;29.56544416;0.589932029;0.822693675;15.41010475
mc01_50fps;mc7_50fps;58.5392;TC06;432;768;IPDistortions;0.954811275;0.975232661;32.16407499;59.53185654;81.765207;0.038604812;22.69431999;35.16905689;0.605478523;0.846559241;14.65798092
mc01_50fps;mc8_50fps;54.0963;TC07;432;768;IPDistortions;0.946162701;0.953963101;32.83391223;83.05553436;82.867215;0.039138696;23.13878017;35.6798821;0.609967236;0.842989723;14.45358562
mc01_50fps;mc9_50fps;47.3711;TC08;432;768;H264Compression;0.963901997;0.982026517;32.38278946;43.09355545;84.760634;0.035955577;22.99113995;36.02304064;0.609147017;0.848796428;14.77358437
mc01_50fps;mc10_50fps;48.7705;TC09;432;768;H264Compression;0.960140288;0.980051458;32.05078099;47.12819672;83.466303;0.037161902;22.71989032;35.63368779;0.600155747;0.840781297;14.77336311
mc01_50fps;mc11_50fps;57.6788;TC10;432;768;H264Compression;0.948542356;0.973921895;31.18978553;57.57753754;79.992773;0.040103503;22.06727604;34.617703;0.574580632;0.822095338;14.79080391
mc01_50fps;mc12_50fps;67.8232;TC11;432;768;H264Compression;0.916737318;0.95666641;29.51124381;84.89822388;71.759669;0.046700058;20.75407892;32.46874063;0.512143611;0.781284748;14.80573654
mc01_50fps;mc13_50fps;30.9426;TC12;432;768;MPEG2Compression;0.986462116;0.99398607;35.50976889;20.95345688;94.096682;0.026029376;25.7945499;42.61744484;0.720416229;0.92285199;13.03289986
mc01_50fps;mc14_50fps;40.5326;TC13;432;768;MPEG2Compression;0.972261548;0.987679183;32.37518896;42.39304733;87.618171;0.03436616;23.36925259;39.30800992;0.656251021;0.8692333;13.99173641
mc01_50fps;mc15_50fps;52.5435;TC14;432;768;MPEG2Compression;0.948648095;0.977183998;30.07489838;70.88703156;79.924721;0.042598477;21.48082364;36.54693014;0.591022927;0.813115842;14.63659668
mc01_50fps;mc16_50fps;64.8173;TC15;432;768;MPEG2Compression;0.909047365;0.95890981;28.1344946;109.386795;69.4644;0.051497885;19.81016961;33.71005111;0.507370673;0.749740424;15.91105747
pr01_50fps;pr2_50fps;61.3882;TC01;432;768;WirelessDistortions;0.932233989;0.938599765;26.93947191;167.3823395;71.913392;0.059533446;18.75316755;25.34876445;0.831499224;0.822506897;14.2518549
